Payment Due Date,Total Amount Due,Minimum Amount Due,Credit Limit,Available Credit,Opening Balance,Pincode,Total Debit Amount,Total Credit Amount
,"26,958.20","5,258.49","26,000.00",,,400093,"11,982.44",0.00
